Date,Time,Thread,Source,Category,Message
20200428,22:30:14.735,1716,DotNetHost,Info,.NET for AmiBroker (x86) - Free Edition, Version: 6.20.3.0
20200428,22:30:14.738,1716,DotNetHost,Info,OS version: 5.1.0, 
20200428,22:30:14.739,1716,DotNetHost,Info,AmiBroker version: 6.2
20200428,22:30:14.739,1716,DotNetHost,Info,CPU Capability: 1110/FPU
20200428,22:30:14.767,1716,DotNetHost,Info,Loading .NET runtime v4.0.30319.
20200428,22:30:15.241,1716,DotNetHost,Error,Failed to load the assembly w/hr 0x80070005.
20200428,22:30:15.242,1716,DotNetHost,Error,Starting DotNetHost plug-in failed.
20200428,22:30:15.243,1716,DotNetHost,Info,Start Diag and License Utility (dl.exe) to check possible cause of error.
